word,aoa,image,concrete,valence,arousal,familiar
stewig,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
agentskap,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kontrak,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ooreenkoms,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
terminale,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
lughawe,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
waarskuwing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
alarm,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
motief,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
alibi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ufo,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
vreemdeling,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
hoek,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
stegie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
baie goed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
alfa,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
indrukwekkend,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
wonderlik,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
afrikaanse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
die verenigde state,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
som,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bedrag,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
autopsie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ontleding,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
jaloers,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kwaad,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
die dier,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
dier,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bye,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
mier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
die huis,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
woonstel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bewonder,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
waardeer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
toestemming,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
goedkeuring,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ingenieur,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
argitek,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
hand,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
arm,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
skild,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
wapenrusting,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
arsenaal,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
wapenrusting,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
legioen,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
leër,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ronde,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
rondom,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
straf,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
in hegtenis geneem,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
onkunde,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
arrogansie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
are,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
arterie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
natuurlike,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kunsmatige,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kavallerie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
artillerie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
vraag,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
vra,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
huursoldaat,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
moordenaar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
hulp,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
te help,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ondersteuning,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
hulp,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
sekretaris,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
assistent,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
gevolgtrekking,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
aanname,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
stille oseaan,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
atlantiese,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
omgewing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
atmosfeer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
inval,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
aanval,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
slagoffer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
aanvaller,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
probeer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
poging,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
mening,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
houding,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
aandag,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
aantreklik,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
skare,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
gehoor,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
jurisdiksie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
gesag,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
lente,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
herfs,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
gebak,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
spek,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
goed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
sleg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
boks,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sak,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
valstrik,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
aas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
orkes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
band,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
klub,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kroeg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
stadion,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bofbal,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
stort,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
badkamer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
die superman,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
batman,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
regiment,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bataljon,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
die oorlog,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
geveg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
arena,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
slagveld,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
hare,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
baard,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
mooi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
pragtig,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
sjarme,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
skoonheid,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bank,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
bed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
kamer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
slaapkamer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
drank,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bier,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
vertroue,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
glo,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
miljoen,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
miljard,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
chemiese,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
biologiese,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
chemie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
biologie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
skoenlapper,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
voël,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
herdenking,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
verjaardag,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
wit,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
swart,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
omkopery,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
afpersing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bruin,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
blou,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
duikboot,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
boot,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
die bybel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
boek,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bestuurder,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
hoof,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
die washington,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
boston,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
glas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
bottel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
boonste,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
onderkant,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
meisie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
seuntjie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
edel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
dapper,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
verpletter,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
breek,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
aandete,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ontbyt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bruidegom,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bruid,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
skyn,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
helder,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
dude,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
broer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
suster,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
broer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
skraap,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kneusplek,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
konstruksie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bou,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
toring,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
gebou,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kaliber,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
koeël,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
grawe,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
begrawe,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
trein,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
busse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
nywerheid,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
besigheid,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
agterstewe,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
agterkant,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
heuning,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
botter,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
verkoper,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
koper,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
hallo daar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ek sien jou,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
nagereg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
koek,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
tel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bereken,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
stil,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kalm,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
piekniek,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kampeerplek,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
gewas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kanker,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
lamp,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
kers,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
bril,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dop,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
anargie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kapitalisme,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bevelvoerder,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kaptein,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
voertuig,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
motor,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
biskop,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kardinaal,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
gelaai,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
vrag,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
vloer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
mat,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
maffia,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kartel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
paleis,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kasteel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
hond,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
kat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
gryp,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
vangs,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
rede,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
oorsaak,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
graf,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
begraafplaas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
myl,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
sentimeter,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
brein,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
serebrale,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ritueel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
seremonie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
tafel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
stoel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
hindernis,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
uitdaging,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
wyn,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
sjampanje,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
mededinging,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kampioenskap,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kerk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kapel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
aantreklik,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
sjarmante,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
volg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
agtervolg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
duur,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
goedkoop,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
lip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
wang,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
brood,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kaas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
kok,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
sjef,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
maag,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bors,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
sluk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kou,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
baba,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kind,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
jeug,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kinderjare,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
suiker,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
sjokolade,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
katolieke,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
christelike,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
rook,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sigaar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
tabak,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
sigaret,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
dieretuin,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
sirkus,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
hoofstad,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
die stad,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kultuur,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
beskawing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
tipiese,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
klassieke,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
pasiënt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kliënt,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
hospitaal,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kliniek,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
oop,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
naby,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
wegskakel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
gesluit,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kabinet,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
opening,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
sluiting,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
strand,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kuslyn,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
beker,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
koffie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
rum,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
konjak,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
warm,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
koud,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
val,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ineenstorting,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
algemene,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kolonel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
aangekom,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kom,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
drama,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
komedie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
inspekteur,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kommissaris,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kommissie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
komitee,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
navigasie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kommunikasie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
rassisties,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kommunistiese,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
samelewing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
gemeenskap,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
geduld,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
medelye,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
totaal,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
voltooi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
absoluut,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
heeltemal,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
sagteware,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
rekenaar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
fokus,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
konsentreer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
toer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
konsert,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
erken,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bely,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
respek,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
vertroue,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bevestiging,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bevestig,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
chaos,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
verwarring,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kontak,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
verbinding,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
altyd,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
voortdurend,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
wetgewing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
grondwet,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
bevat,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
inhoud,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
begin,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
voortgaan,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
teenoorgestelde,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
in teenstelling,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
weeshuis,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
klooster,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
warm,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
koel,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
oorspronklike,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
kopie,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
maatskappy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
